program,id,checked_at,type,verdict,detail,page_updated,shell,http,url,human_url,registry_keys,registry_note,note,diff_report,codes_touched
fpact,fpact_manual_docs--clientelig,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2026-04-16T16:43:52,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/907504BF-B611-4569-AA2F-AD19852DC99A,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",,
fpact,fpact_manual_docs--clinic,2026-08-17T14:22:47+00:00,manual_list,CHANGED,content text hash differs,2026-08-14T16:23:28,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/235F5DF8-9BF2-4851-839C-9C857C757B10,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",reports/diffs/20260817T142316Z_fpact--fpact_manual_docs--clinic.md,
fpact,fpact_manual_docs--drug,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2026-03-16T16:27:32,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/7C45AD4C-2A15-41B5-98E1-93F2C94370D5,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",,
fpact,fpact_manual_docs--drugonsite,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2026-06-16T15:30:42,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/796C137C-F4E2-44CF-BE51-CCC0D94D7EAC,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",,
fpact,fpact_manual_docs--fam,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2025-01-16T17:32:57,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/A3EA3460-4D92-45A3-9F1C-BF9B8A2DC528,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",,
fpact,fpact_manual_docs--hapid,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2025-06-16T16:11:43,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/4DD29A09-8E9C-4E33-A06C-4F2EFC196326,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",,
fpact,fpact_manual_docs--lab,2026-08-17T14:22:47+00:00,manual_list,CHANGED,content text hash differs,2026-08-14T16:23:59,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/C9BE0AAF-EEFB-433A-88AF-43D59741B72B,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",reports/diffs/20260817T142327Z_fpact--fpact_manual_docs--lab.md,"88342(CPT,both); A54.01(ICD-10-CM,added); A54.03(ICD-10-CM,added); A54.22(ICD-10-CM,added); A54.5(ICD-10-CM,added); A54.6(ICD-10-CM,added); A56.01(ICD-10-CM,added); A56.09(ICD-10-CM,added); A56.3(ICD-10-CM,added); A56.4(ICD-10-CM,added); N34.1(ICD-10-CM,added); N34.2(ICD-10-CM,added); N34.3(ICD-10-CM,added); N45.1(ICD-10-CM,added); N45.3(ICD-10-CM,added); N50.811(ICD-10-CM,added); N50.812(ICD-10-CM,added); N50.819(ICD-10-CM,added); N70.03(ICD-10-CM,added); N70.93(ICD-10-CM,added); N89.8(ICD-10-CM,added); N94.10(ICD-10-CM,added); N94.12(ICD-10-CM,added); N94.19(ICD-10-CM,added); N94.89(ICD-10-CM,added); R30.0(ICD-10-CM,added); R30.9(ICD-10-CM,added); Z11.3(ICD-10-CM,added); Z11.8(ICD-10-CM,added); Z20.2(ICD-10-CM,added); Z22.4(ICD-10-CM,added); Z30.011(ICD-10-CM,added); Z30.013(ICD-10-CM,added); Z30.015(ICD-10-CM,added); Z30.018(ICD-10-CM,added); Z30.02(ICD-10-CM,added); Z30.2(ICD-10-CM,both); Z30.41(ICD-10-CM,added); Z30.42(ICD-10-CM,added); Z30.430(ICD-10-CM,added); Z30.433(ICD-10-CM,added); Z30.44(ICD-10-CM,added); Z30.46(ICD-10-CM,added); Z30.49(ICD-10-CM,added); Z72.51(ICD-10-CM,added); Z72.53(ICD-10-CM,added); Z86.19(ICD-10-CM,added); Z98.51(ICD-10-CM,added); Z98.52(ICD-10-CM,both)"
fpact,fpact_manual_docs--office,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2024-07-16T16:09:38,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/7CD4E2BB-3DF5-4FEC-9B68-9D8841D0A55F,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",,
fpact,fpact_manual_docs--pharm,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2023-08-06T02:00:31,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/B4632038-8414-4115-BE87-3AF4C0B42E00,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",,
fpact,fpact_manual_docs--pharmacy,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2025-10-16T16:12:48,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/5D034DCC-2326-4204-A490-63334447067F,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",,
fpact,fpact_manual_docs--progstand,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2026-07-16T16:28:52,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/AC89DF41-778B-49CD-ACF4-EAF9C4644904,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",,
fpact,fpact_manual_docs--provenrollres,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2026-07-16T16:29:22,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/1FC58406-1722-4888-80A5-7B1DBBEB9F29,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",,
fpact,fpact_manual_docs--provrel,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2025-02-14T17:38:10,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/AAB9378C-D021-4208-AB7A-B6A7A7549643,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",,
fpact,fpact_manual_docs--radif,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2023-08-06T02:02:15,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/A8A04AB0-8C04-4653-9A48-0C765462A3A0,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",,
fpact,fpact_manual_docs--tarf,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2023-08-21T21:13:15,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/0CEE81EC-C0E9-4B4A-89FD-AE96C95FA705,,,ppbi_source_section rows for any changed section,"Per-document monitor for all 24 Family PACT manual sections. Each section is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, new sections auto-discovered, removals flagged - and a CHANGED section gets a before/after text diff. If the token ever grants the list but not the assets, the entry degrades to CHANGED_METADATA_ONLY rather than going blind. The endpoint is undocumented and can change shape or auth without notice, so MCSS email stays the backstop detector. Decision support, not a source of record.",,
medi_cal_ffs,ffs_tri_fee_schedule,2026-08-17T14:22:47+00:00,binary,unchanged,304 not modified,,False,304,https://www.dhcs.ca.gov/wp-content/uploads/2025/10/CY-2024-TRI-Fee-Schedule-Feb.xlsx,https://www.dhcs.ca.gov/medi-cal-targeted-provider-rate-increases-and-investments/,,reimbursement_basis rows citing TRI,"CY 2024 Targeted Rate Increase fee schedule - the code list and rates for primary care, obstetric and non-specialty mental health services. Rates stay in effect until further notice (Prop 35), so a content change here is a real rate or code-list change.",,
medi_cal_ffs,ffs_sb94_fp_fee_schedule,2026-08-17T14:22:47+00:00,binary,unchanged,304 not modified,,False,304,https://www.dhcs.ca.gov/wp-content/uploads/2025/10/SB94-Family-Planning-Services-Fee-Schedule.xlsx,https://www.dhcs.ca.gov/medi-cal-targeted-provider-rate-increases-and-investments/,,FPACT rows priced on the SB 94 schedule,"SB 94 comprehensive family-planning fee schedule (supersedes TRI for FP codes with Z30.x). Binary watch - a spreadsheet has no extractable text, so this entry reports that the file changed, not which rows changed; open it from the landing page to compare.",,
managed_medi_cal,mcp_apl_index,2026-08-17T14:22:47+00:00,html,unchanged,,,False,200,https://www.dhcs.ca.gov/formsandpubs/Pages/AllPlanLetters.aspx,,,,"All Plan Letters index, watched by page text only. APLs are served through /file/<slug>-pdf/ redirects rather than direct .pdf hrefs, so link diffing was removed 2026-07-24. If the text hash proves equally noisy, capture the real APL listing URL from the browser and repoint the entry; MCSS Managed Care is the backstop.",,
managed_medi_cal,mcp_boilerplate_contract,2026-08-17T14:22:47+00:00,pdf,unchanged,304 not modified,,False,304,https://www.dhcs.ca.gov/hi/wp-content/uploads/2025/10/2024-Managed-Care-Boilerplate-Contract.pdf,,,,"Hard-dated versioned filename (2025/10 upload path) - a revision likely ships under a new URL, which this entry alone cannot see. Treat as a point-in-time watch.",,
managed_medi_cal,mcp_tri_faq,2026-08-17T14:22:47+00:00,pdf,unchanged,304 not modified,,False,304,https://www.dhcs.ca.gov/services/Documents/DirectedPymts/CY-2024-TRI-FAQ-20250312.pdf,,,,"Hard-dated filename (20250312), so a revision ships under a new URL and this entry goes UNREACHABLE rather than CHANGED. Read a 404 here as ""the FAQ was reissued, find it on the TRI landing page"". This URL also intermittently answers 200 with an HTML bot-check page instead of the PDF; that reports UNREACHABLE and keeps the last good baseline.",,
fqhc,fqhc_cms_center,2026-08-17T14:22:47+00:00,html,CHANGED,content text hash differs,,False,200,https://www.cms.gov/medicare/payment/prospective-payment-systems/federally-qualified-health-centers-fqhc-center,,,,"G2025 rate, care-management code set, telehealth expiries.",reports/diffs/20260817T142351Z_fqhc--fqhc_cms_center.md,"10501(CPT,both)"
fqhc,fqhc_dhcs_3097_page,2026-08-17T14:22:47+00:00,html,unchanged,,,False,200,https://www.dhcs.ca.gov/forms-laws-publications/forms/cost-report-forms-and-documents/,,,,Wrap reconciliation forms and due-date extensions.,,
fqhc,fqhc_rural_manual_docs--rural,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2026-07-16T16:54:22,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/C983B7D9-42B3-4543-BF93-D272AB764BDD,,,fqhc-billing reference rows; PPS / wrap / per-visit code rows on change,"Per-document monitor for the four RHC/FQHC manual sections (rural, ruralcd billing codes, ruralex billing examples, ruralhosp swing bed) - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, diffs on change. rural.pdf was revised 2026-07-16, the day before this entry was added. MCSS RHC/FQHC email remains the backstop detector.",,
fqhc,fqhc_rural_manual_docs--ruralcd,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2026-06-16T15:46:44,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/2D80A3B6-A32B-4131-BE63-12EE7243A849,,,fqhc-billing reference rows; PPS / wrap / per-visit code rows on change,"Per-document monitor for the four RHC/FQHC manual sections (rural, ruralcd billing codes, ruralex billing examples, ruralhosp swing bed) - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, diffs on change. rural.pdf was revised 2026-07-16, the day before this entry was added. MCSS RHC/FQHC email remains the backstop detector.",,
fqhc,fqhc_rural_manual_docs--ruralex,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2023-08-06T01:58:46,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/08EC7DD1-AABE-4187-9D9E-F155C3DAF1CA,,,fqhc-billing reference rows; PPS / wrap / per-visit code rows on change,"Per-document monitor for the four RHC/FQHC manual sections (rural, ruralcd billing codes, ruralex billing examples, ruralhosp swing bed) - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, diffs on change. rural.pdf was revised 2026-07-16, the day before this entry was added. MCSS RHC/FQHC email remains the backstop detector.",,
fqhc,fqhc_rural_manual_docs--ruralhosp,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2024-01-16T18:04:36,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/3E8C0259-6D59-4F20-BFA3-E5AE5754F39D,,,fqhc-billing reference rows; PPS / wrap / per-visit code rows on change,"Per-document monitor for the four RHC/FQHC manual sections (rural, ruralcd billing codes, ruralex billing examples, ruralhosp swing bed) - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, diffs on change. rural.pdf was revised 2026-07-16, the day before this entry was added. MCSS RHC/FQHC email remains the backstop detector.",,
obstetrics,ob_cpsp_manual_docs--pregcom,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2025-07-16T16:25:15,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/7E3FF663-2682-4A45-82A5-688A7D42FD46,,,CPSP per-visit and support-service billing rows on change,"Per-document monitor for the three Comprehensive Perinatal Services Program (CPSP) sections of the Obstetrics manual - the policy section (preg com), the CMS-1500 billing examples (preg com exc) and the list of billing codes. Each is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, diffs on change - so a CPSP code or rate change is reported with the changed lines, not just the date. All three were last revised 2025-07-16. The rest of the Obstetrics manual is covered date-only by rev_obstetrics_manuals. MCSS Obstetrics email remains the backstop detector.",,
obstetrics,ob_cpsp_manual_docs--pregcomexc,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2025-07-16T16:25:32,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/21AA9E49-37BD-473D-BBF6-0756C8ED95C6,,,CPSP per-visit and support-service billing rows on change,"Per-document monitor for the three Comprehensive Perinatal Services Program (CPSP) sections of the Obstetrics manual - the policy section (preg com), the CMS-1500 billing examples (preg com exc) and the list of billing codes. Each is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, diffs on change - so a CPSP code or rate change is reported with the changed lines, not just the date. All three were last revised 2025-07-16. The rest of the Obstetrics manual is covered date-only by rev_obstetrics_manuals. MCSS Obstetrics email remains the backstop detector.",,
obstetrics,ob_cpsp_manual_docs--pregcomlis,2026-08-17T14:22:47+00:00,manual_list,unchanged,,2025-07-16T16:25:54,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/assets/B49DC7A8-9C98-475A-AFF8-F3702FE0AB0F,,,CPSP per-visit and support-service billing rows on change,"Per-document monitor for the three Comprehensive Perinatal Services Program (CPSP) sections of the Obstetrics manual - the policy section (preg com), the CMS-1500 billing examples (preg com exc) and the list of billing codes. Each is watched individually - full PDF text hash, per-page ""Page updated"" stamps, portal Revision Date, diffs on change - so a CPSP code or rate change is reported with the changed lines, not just the date. All three were last revised 2025-07-16. The rest of the Obstetrics manual is covered date-only by rev_obstetrics_manuals. MCSS Obstetrics email remains the backstop detector.",,
revision_notices,rev_inpatient_manuals,2026-08-17T14:22:47+00:00,revision_watch,REVISION_NOTICE,4 of 115 manual sections moved: 'Hospice Care (hospic)' revised 2026-04-16 -> 2026-08-14; 'TAR and Non-Standard Benefits: Introduction to List (tar and non)' revised 2025-12-26 -> 2026-08-14; 'UB-04 Completion:  Inpatient Services (ub comp ip)' revised 2026-06-16 -> 2026-08-14; 'UB-04 Submission and Timeliness Instructions (ub sub)' revised 2024-01-16 -> 2026-08-14,,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/manual?community=inpatient-services,,,inpatient billing rows on related section changes,"Inpatient Services manual, ~115 sections. Date-only signal for inpatient billing / revenue integrity awareness.",,
revision_notices,rev_clinics_hospitals_manuals,2026-08-17T14:22:47+00:00,revision_watch,REVISION_NOTICE,15 of 247 manual sections moved: 'Dyadic Services (dyadic ser)' revised 2026-02-13 -> 2026-08-14; 'EPSDT (epsdt)' revised 2025-12-16 -> 2026-08-14; 'Family Planning (fam planning)' revised 2026-05-18 -> 2026-08-14; 'Hospice Care (hospic)' revised 2026-04-16 -> 2026-08-14; 'Immunizations (immun)' revised 2026-07-16 -> 2026-08-14; and 10 more,,,,https://mcweb.apps.prd.cammis.medi-cal.ca.gov/publications/manual?community=clinics-and-hospitals,,,outpatient clinic / hospital billing rows on related section changes,"Clinics and Hospitals manual, ~246 sections (includes the rural* RHC/FQHC sections that fqhc_rural_manual_docs monitors in full - a notice here plus a quiet fqhc row means the movement was outside the rural sections).",,
